ds,product_name,y,region
2024-10-14,Bosch Series 6 Espresso Machine,210.06,Germany_DE
2024-10-15,Bosch Series 6 Espresso Machine,202.62,Germany_DE
2024-10-16,Bosch Series 6 Espresso Machine,240.67,Germany_DE
2024-10-17,Bosch Series 6 Espresso Machine,193.49,Germany_DE
2024-10-18,Bosch Series 6 Espresso Machine,221.75,Germany_DE
2024-10-19,Bosch Series 6 Espresso Machine,299.64,Germany_DE
2024-10-20,Bosch Series 6 Espresso Machine,40.88,Germany_DE
2024-10-21,Bosch Series 6 Espresso Machine,160.92,Germany_DE
2024-10-22,Bosch Series 6 Espresso Machine,206.33,Germany_DE
2024-10-23,Bosch Series 6 Espresso Machine,175.83,Germany_DE
2024-10-24,Bosch Series 6 Espresso Machine,183.26,Germany_DE
2024-10-25,Bosch Series 6 Espresso Machine,193.5,Germany_DE
2024-10-26,Bosch Series 6 Espresso Machine,290.53,Germany_DE
2024-10-27,Bosch Series 6 Espresso Machine,13.67,Germany_DE
2024-10-28,Bosch Series 6 Espresso Machine,181.12,Germany_DE
2024-10-29,Bosch Series 6 Espresso Machine,216.58,Germany_DE
2024-10-30,Bosch Series 6 Espresso Machine,212.47,Germany_DE
2024-10-31,Bosch Series 6 Espresso Machine,213.86,Germany_DE
2024-11-01,Bosch Series 6 Espresso Machine,204.36,Germany_DE
2024-11-02,Bosch Series 6 Espresso Machine,315.94,Germany_DE
2024-11-03,Bosch Series 6 Espresso Machine,56.55,Germany_DE
2024-11-04,Bosch Series 6 Espresso Machine,200.62,Germany_DE
2024-11-05,Bosch Series 6 Espresso Machine,228.35,Germany_DE
2024-11-06,Bosch Series 6 Espresso Machine,201.23,Germany_DE
2024-11-07,Bosch Series 6 Espresso Machine,191.86,Germany_DE
2024-11-08,Bosch Series 6 Espresso Machine,232.62,Germany_DE
2024-11-09,Bosch Series 6 Espresso Machine,335.0,Germany_DE
2024-11-10,Bosch Series 6 Espresso Machine,28.01,Germany_DE
2024-11-11,Bosch Series 6 Espresso Machine,224.64,Germany_DE
2024-11-12,Bosch Series 6 Espresso Machine,172.19,Germany_DE
2024-11-13,Bosch Series 6 Espresso Machine,235.69,Germany_DE
2024-11-14,Bosch Series 6 Espresso Machine,196.86,Germany_DE
2024-11-15,Bosch Series 6 Espresso Machine,232.47,Germany_DE
2024-11-16,Bosch Series 6 Espresso Machine,306.56,Germany_DE
2024-11-17,Bosch Series 6 Espresso Machine,74.8,Germany_DE
2024-11-18,Bosch Series 6 Espresso Machine,193.03,Germany_DE
2024-11-19,Bosch Series 6 Espresso Machine,216.34,Germany_DE
2024-11-20,Bosch Series 6 Espresso Machine,222.09,Germany_DE
2024-11-21,Bosch Series 6 Espresso Machine,243.86,Germany_DE
2024-11-22,Bosch Series 6 Espresso Machine,261.88,Germany_DE
2024-11-23,Bosch Series 6 Espresso Machine,339.79,Germany_DE
2024-11-24,Bosch Series 6 Espresso Machine,83.52,Germany_DE
2024-11-25,Bosch Series 6 Espresso Machine,209.61,Germany_DE
2024-11-26,Bosch Series 6 Espresso Machine,203.22,Germany_DE
2024-11-27,Bosch Series 6 Espresso Machine,236.83,Germany_DE
2024-11-28,Bosch Series 6 Espresso Machine,237.18,Germany_DE
2024-11-29,Bosch Series 6 Espresso Machine,248.08,Germany_DE
2024-11-30,Bosch Series 6 Espresso Machine,552.29,Germany_DE
2024-12-01,Bosch Series 6 Espresso Machine,294.89,Germany_DE
2024-12-02,Bosch Series 6 Espresso Machine,411.02,Germany_DE
2024-12-03,Bosch Series 6 Espresso Machine,459.71,Germany_DE
2024-12-04,Bosch Series 6 Espresso Machine,441.27,Germany_DE
2024-12-05,Bosch Series 6 Espresso Machine,425.79,Germany_DE
2024-12-06,Bosch Series 6 Espresso Machine,438.13,Germany_DE
2024-12-07,Bosch Series 6 Espresso Machine,520.8,Germany_DE
2024-12-08,Bosch Series 6 Espresso Machine,291.44,Germany_DE
2024-12-09,Bosch Series 6 Espresso Machine,466.1,Germany_DE
2024-12-10,Bosch Series 6 Espresso Machine,446.1,Germany_DE
2024-12-11,Bosch Series 6 Espresso Machine,437.0,Germany_DE
2024-12-12,Bosch Series 6 Espresso Machine,450.65,Germany_DE
2024-12-13,Bosch Series 6 Espresso Machine,466.62,Germany_DE
2024-12-14,Bosch Series 6 Espresso Machine,532.82,Germany_DE
2024-12-15,Bosch Series 6 Espresso Machine,289.03,Germany_DE
2024-12-16,Bosch Series 6 Espresso Machine,464.76,Germany_DE
2024-12-17,Bosch Series 6 Espresso Machine,438.85,Germany_DE
2024-12-18,Bosch Series 6 Espresso Machine,504.36,Germany_DE
2024-12-19,Bosch Series 6 Espresso Machine,464.02,Germany_DE
2024-12-20,Bosch Series 6 Espresso Machine,450.58,Germany_DE
2024-12-21,Bosch Series 6 Espresso Machine,354.8,Germany_DE
2024-12-22,Bosch Series 6 Espresso Machine,111.13,Germany_DE
2024-12-23,Bosch Series 6 Espresso Machine,262.24,Germany_DE
2024-12-24,Bosch Series 6 Espresso Machine,233.45,Germany_DE
2024-12-25,Bosch Series 6 Espresso Machine,302.2,Germany_DE
2024-12-26,Bosch Series 6 Espresso Machine,278.27,Germany_DE
2024-12-27,Bosch Series 6 Espresso Machine,279.68,Germany_DE
2024-12-28,Bosch Series 6 Espresso Machine,399.04,Germany_DE
2024-12-29,Bosch Series 6 Espresso Machine,111.24,Germany_DE
2024-12-30,Bosch Series 6 Espresso Machine,270.02,Germany_DE
2024-12-31,Bosch Series 6 Espresso Machine,295.99,Germany_DE
2025-01-01,Bosch Series 6 Espresso Machine,285.83,Germany_DE
2025-01-02,Bosch Series 6 Espresso Machine,295.67,Germany_DE
2025-01-03,Bosch Series 6 Espresso Machine,288.82,Germany_DE
2025-01-04,Bosch Series 6 Espresso Machine,388.04,Germany_DE
2025-01-05,Bosch Series 6 Espresso Machine,171.19,Germany_DE
2025-01-06,Bosch Series 6 Espresso Machine,316.68,Germany_DE
2025-01-07,Bosch Series 6 Espresso Machine,247.04,Germany_DE
2025-01-08,Bosch Series 6 Espresso Machine,328.26,Germany_DE
2025-01-09,Bosch Series 6 Espresso Machine,343.47,Germany_DE
2025-01-10,Bosch Series 6 Espresso Machine,326.57,Germany_DE
2025-01-11,Bosch Series 6 Espresso Machine,400.08,Germany_DE
2025-01-12,Bosch Series 6 Espresso Machine,140.2,Germany_DE
2025-01-13,Bosch Series 6 Espresso Machine,321.37,Germany_DE
2025-01-14,Bosch Series 6 Espresso Machine,296.05,Germany_DE
2025-01-15,Bosch Series 6 Espresso Machine,317.16,Germany_DE
2025-01-16,Bosch Series 6 Espresso Machine,311.21,Germany_DE
2025-01-17,Bosch Series 6 Espresso Machine,337.6,Germany_DE
2025-01-18,Bosch Series 6 Espresso Machine,407.84,Germany_DE
2025-01-19,Bosch Series 6 Espresso Machine,156.36,Germany_DE
2025-01-20,Bosch Series 6 Espresso Machine,325.56,Germany_DE
2025-01-21,Bosch Series 6 Espresso Machine,358.24,Germany_DE
2025-01-22,Bosch Series 6 Espresso Machine,322.74,Germany_DE
2025-01-23,Bosch Series 6 Espresso Machine,314.35,Germany_DE
2025-01-24,Bosch Series 6 Espresso Machine,341.37,Germany_DE
2025-01-25,Bosch Series 6 Espresso Machine,440.91,Germany_DE
2025-01-26,Bosch Series 6 Espresso Machine,157.04,Germany_DE
2025-01-27,Bosch Series 6 Espresso Machine,318.06,Germany_DE
2025-01-28,Bosch Series 6 Espresso Machine,352.22,Germany_DE
2025-01-29,Bosch Series 6 Espresso Machine,340.34,Germany_DE
2025-01-30,Bosch Series 6 Espresso Machine,283.87,Germany_DE
2025-01-31,Bosch Series 6 Espresso Machine,344.37,Germany_DE
2025-02-01,Bosch Series 6 Espresso Machine,455.51,Germany_DE
2025-02-02,Bosch Series 6 Espresso Machine,169.68,Germany_DE
2025-02-03,Bosch Series 6 Espresso Machine,352.6,Germany_DE
2025-02-04,Bosch Series 6 Espresso Machine,377.92,Germany_DE
2025-02-05,Bosch Series 6 Espresso Machine,349.81,Germany_DE
2025-02-06,Bosch Series 6 Espresso Machine,330.76,Germany_DE
2025-02-07,Bosch Series 6 Espresso Machine,334.2,Germany_DE
2025-02-08,Bosch Series 6 Espresso Machine,447.07,Germany_DE
2025-02-09,Bosch Series 6 Espresso Machine,203.71,Germany_DE
2025-02-10,Bosch Series 6 Espresso Machine,349.95,Germany_DE
2025-02-11,Bosch Series 6 Espresso Machine,360.04,Germany_DE
2025-02-12,Bosch Series 6 Espresso Machine,348.37,Germany_DE
2025-02-13,Bosch Series 6 Espresso Machine,356.21,Germany_DE
2025-02-14,Bosch Series 6 Espresso Machine,373.16,Germany_DE
2025-02-15,Bosch Series 6 Espresso Machine,434.62,Germany_DE
2025-02-16,Bosch Series 6 Espresso Machine,207.33,Germany_DE
2025-02-17,Bosch Series 6 Espresso Machine,359.68,Germany_DE
2025-02-18,Bosch Series 6 Espresso Machine,377.18,Germany_DE
2025-02-19,Bosch Series 6 Espresso Machine,355.42,Germany_DE
2025-02-20,Bosch Series 6 Espresso Machine,374.18,Germany_DE
2025-02-21,Bosch Series 6 Espresso Machine,384.32,Germany_DE
2025-02-22,Bosch Series 6 Espresso Machine,427.2,Germany_DE
2025-02-23,Bosch Series 6 Espresso Machine,236.68,Germany_DE
2025-02-24,Bosch Series 6 Espresso Machine,345.89,Germany_DE
2025-02-25,Bosch Series 6 Espresso Machine,344.79,Germany_DE
2025-02-26,Bosch Series 6 Espresso Machine,310.13,Germany_DE
2025-02-27,Bosch Series 6 Espresso Machine,352.69,Germany_DE
2025-02-28,Bosch Series 6 Espresso Machine,369.67,Germany_DE
2025-03-01,Bosch Series 6 Espresso Machine,463.89,Germany_DE
2025-03-02,Bosch Series 6 Espresso Machine,211.28,Germany_DE
2025-03-03,Bosch Series 6 Espresso Machine,350.43,Germany_DE
2025-03-04,Bosch Series 6 Espresso Machine,390.95,Germany_DE
2025-03-05,Bosch Series 6 Espresso Machine,393.69,Germany_DE
2025-03-06,Bosch Series 6 Espresso Machine,383.77,Germany_DE
2025-03-07,Bosch Series 6 Espresso Machine,338.54,Germany_DE
2025-03-08,Bosch Series 6 Espresso Machine,523.39,Germany_DE
2025-03-09,Bosch Series 6 Espresso Machine,229.68,Germany_DE
2025-03-10,Bosch Series 6 Espresso Machine,389.54,Germany_DE
2025-03-11,Bosch Series 6 Espresso Machine,349.56,Germany_DE
2025-03-12,Bosch Series 6 Espresso Machine,380.06,Germany_DE
2025-03-13,Bosch Series 6 Espresso Machine,389.29,Germany_DE
2025-03-14,Bosch Series 6 Espresso Machine,378.92,Germany_DE
2025-03-15,Bosch Series 6 Espresso Machine,500.67,Germany_DE
2025-03-16,Bosch Series 6 Espresso Machine,257.9,Germany_DE
2025-03-17,Bosch Series 6 Espresso Machine,356.87,Germany_DE
2025-03-18,Bosch Series 6 Espresso Machine,401.36,Germany_DE
2025-03-19,Bosch Series 6 Espresso Machine,392.85,Germany_DE
2025-03-20,Bosch Series 6 Espresso Machine,385.44,Germany_DE
2025-03-21,Bosch Series 6 Espresso Machine,354.67,Germany_DE
2025-03-22,Bosch Series 6 Espresso Machine,517.02,Germany_DE
2025-03-23,Bosch Series 6 Espresso Machine,243.86,Germany_DE
2025-03-24,Bosch Series 6 Espresso Machine,351.94,Germany_DE
2025-03-25,Bosch Series 6 Espresso Machine,383.21,Germany_DE
2025-03-26,Bosch Series 6 Espresso Machine,395.05,Germany_DE
2025-03-27,Bosch Series 6 Espresso Machine,399.05,Germany_DE
2025-03-28,Bosch Series 6 Espresso Machine,386.75,Germany_DE
2025-03-29,Bosch Series 6 Espresso Machine,497.3,Germany_DE
2025-03-30,Bosch Series 6 Espresso Machine,281.19,Germany_DE
2025-03-31,Bosch Series 6 Espresso Machine,421.26,Germany_DE
2025-04-01,Bosch Series 6 Espresso Machine,371.64,Germany_DE
2025-04-02,Bosch Series 6 Espresso Machine,378.96,Germany_DE
2025-04-03,Bosch Series 6 Espresso Machine,388.92,Germany_DE
2025-04-04,Bosch Series 6 Espresso Machine,356.39,Germany_DE
2025-04-05,Bosch Series 6 Espresso Machine,465.54,Germany_DE
2025-04-06,Bosch Series 6 Espresso Machine,208.11,Germany_DE
2025-04-07,Bosch Series 6 Espresso Machine,368.94,Germany_DE
2025-04-08,Bosch Series 6 Espresso Machine,419.82,Germany_DE
2025-04-09,Bosch Series 6 Espresso Machine,375.02,Germany_DE
2025-04-10,Bosch Series 6 Espresso Machine,371.67,Germany_DE
2025-04-11,Bosch Series 6 Espresso Machine,409.93,Germany_DE
2025-04-12,Bosch Series 6 Espresso Machine,484.12,Germany_DE
2025-04-13,Bosch Series 6 Espresso Machine,249.49,Germany_DE
2025-04-14,Bosch Series 6 Espresso Machine,377.74,Germany_DE
2025-04-15,Bosch Series 6 Espresso Machine,356.23,Germany_DE
2025-04-16,Bosch Series 6 Espresso Machine,401.56,Germany_DE
2025-04-17,Bosch Series 6 Espresso Machine,361.1,Germany_DE
2025-04-18,Bosch Series 6 Espresso Machine,381.82,Germany_DE
2025-04-19,Bosch Series 6 Espresso Machine,478.04,Germany_DE
2025-04-20,Bosch Series 6 Espresso Machine,244.46,Germany_DE
2025-04-21,Bosch Series 6 Espresso Machine,380.46,Germany_DE
2025-04-22,Bosch Series 6 Espresso Machine,388.83,Germany_DE
2025-04-23,Bosch Series 6 Espresso Machine,359.96,Germany_DE
2025-04-24,Bosch Series 6 Espresso Machine,430.94,Germany_DE
2025-04-25,Bosch Series 6 Espresso Machine,366.67,Germany_DE
2025-04-26,Bosch Series 6 Espresso Machine,515.22,Germany_DE
2025-04-27,Bosch Series 6 Espresso Machine,241.88,Germany_DE
2025-04-28,Bosch Series 6 Espresso Machine,392.58,Germany_DE
2025-04-29,Bosch Series 6 Espresso Machine,396.5,Germany_DE
2025-04-30,Bosch Series 6 Espresso Machine,351.44,Germany_DE
2025-05-01,Bosch Series 6 Espresso Machine,407.99,Germany_DE
2025-05-02,Bosch Series 6 Espresso Machine,378.03,Germany_DE
2025-05-03,Bosch Series 6 Espresso Machine,512.83,Germany_DE
2025-05-04,Bosch Series 6 Espresso Machine,233.15,Germany_DE
2025-05-05,Bosch Series 6 Espresso Machine,379.41,Germany_DE
2025-05-06,Bosch Series 6 Espresso Machine,360.59,Germany_DE
2025-05-07,Bosch Series 6 Espresso Machine,370.6,Germany_DE
2025-05-08,Bosch Series 6 Espresso Machine,393.82,Germany_DE
2025-05-09,Bosch Series 6 Espresso Machine,358.67,Germany_DE
2025-05-10,Bosch Series 6 Espresso Machine,445.25,Germany_DE
2025-05-11,Bosch Series 6 Espresso Machine,215.33,Germany_DE
2025-05-12,Bosch Series 6 Espresso Machine,399.88,Germany_DE
2025-05-13,Bosch Series 6 Espresso Machine,418.08,Germany_DE
2025-05-14,Bosch Series 6 Espresso Machine,368.27,Germany_DE
2025-05-15,Bosch Series 6 Espresso Machine,350.18,Germany_DE
2025-05-16,Bosch Series 6 Espresso Machine,373.62,Germany_DE
2025-05-17,Bosch Series 6 Espresso Machine,484.27,Germany_DE
2025-05-18,Bosch Series 6 Espresso Machine,239.45,Germany_DE
2025-05-19,Bosch Series 6 Espresso Machine,421.06,Germany_DE
2025-05-20,Bosch Series 6 Espresso Machine,382.16,Germany_DE
2025-05-21,Bosch Series 6 Espresso Machine,409.98,Germany_DE
2025-05-22,Bosch Series 6 Espresso Machine,366.84,Germany_DE
2025-05-23,Bosch Series 6 Espresso Machine,377.04,Germany_DE
2025-05-24,Bosch Series 6 Espresso Machine,463.45,Germany_DE
2025-05-25,Bosch Series 6 Espresso Machine,208.89,Germany_DE
2025-05-26,Bosch Series 6 Espresso Machine,367.59,Germany_DE
2025-05-27,Bosch Series 6 Espresso Machine,366.4,Germany_DE
2025-05-28,Bosch Series 6 Espresso Machine,359.08,Germany_DE
2025-05-29,Bosch Series 6 Espresso Machine,359.3,Germany_DE
2025-05-30,Bosch Series 6 Espresso Machine,391.34,Germany_DE
2025-05-31,Bosch Series 6 Espresso Machine,511.57,Germany_DE
2025-06-01,Bosch Series 6 Espresso Machine,206.43,Germany_DE
2025-06-02,Bosch Series 6 Espresso Machine,360.19,Germany_DE
2025-06-03,Bosch Series 6 Espresso Machine,376.23,Germany_DE
2025-06-04,Bosch Series 6 Espresso Machine,428.54,Germany_DE
2025-06-05,Bosch Series 6 Espresso Machine,365.53,Germany_DE
2025-06-06,Bosch Series 6 Espresso Machine,382.33,Germany_DE
2025-06-07,Bosch Series 6 Espresso Machine,493.59,Germany_DE
2025-06-08,Bosch Series 6 Espresso Machine,216.6,Germany_DE
2025-06-09,Bosch Series 6 Espresso Machine,378.45,Germany_DE
2025-06-10,Bosch Series 6 Espresso Machine,371.08,Germany_DE
2025-06-11,Bosch Series 6 Espresso Machine,378.56,Germany_DE
2025-06-12,Bosch Series 6 Espresso Machine,336.2,Germany_DE
2025-06-13,Bosch Series 6 Espresso Machine,359.95,Germany_DE
2025-06-14,Bosch Series 6 Espresso Machine,465.25,Germany_DE
2025-06-15,Bosch Series 6 Espresso Machine,211.93,Germany_DE
2025-06-16,Bosch Series 6 Espresso Machine,375.48,Germany_DE
2025-06-17,Bosch Series 6 Espresso Machine,360.62,Germany_DE
2025-06-18,Bosch Series 6 Espresso Machine,327.72,Germany_DE
2025-06-19,Bosch Series 6 Espresso Machine,361.38,Germany_DE
2025-06-20,Bosch Series 6 Espresso Machine,330.82,Germany_DE
2025-06-21,Bosch Series 6 Espresso Machine,434.22,Germany_DE
2025-06-22,Bosch Series 6 Espresso Machine,186.76,Germany_DE
2025-06-23,Bosch Series 6 Espresso Machine,343.02,Germany_DE
2025-06-24,Bosch Series 6 Espresso Machine,313.28,Germany_DE
2025-06-25,Bosch Series 6 Espresso Machine,365.4,Germany_DE
2025-06-26,Bosch Series 6 Espresso Machine,318.86,Germany_DE
2025-06-27,Bosch Series 6 Espresso Machine,372.28,Germany_DE
2025-06-28,Bosch Series 6 Espresso Machine,418.08,Germany_DE
2025-06-29,Bosch Series 6 Espresso Machine,213.12,Germany_DE
2025-06-30,Bosch Series 6 Espresso Machine,337.01,Germany_DE
2025-07-01,Bosch Series 6 Espresso Machine,302.15,Germany_DE
2025-07-02,Bosch Series 6 Espresso Machine,314.52,Germany_DE
2025-07-03,Bosch Series 6 Espresso Machine,360.81,Germany_DE
2025-07-04,Bosch Series 6 Espresso Machine,342.15,Germany_DE
2025-07-05,Bosch Series 6 Espresso Machine,431.31,Germany_DE
2025-07-06,Bosch Series 6 Espresso Machine,135.45,Germany_DE
2025-07-07,Bosch Series 6 Espresso Machine,357.68,Germany_DE
2025-07-08,Bosch Series 6 Espresso Machine,366.2,Germany_DE
2025-07-09,Bosch Series 6 Espresso Machine,361.47,Germany_DE
2025-07-10,Bosch Series 6 Espresso Machine,314.31,Germany_DE
2025-07-11,Bosch Series 6 Espresso Machine,333.19,Germany_DE
2025-07-12,Bosch Series 6 Espresso Machine,435.1,Germany_DE
2025-07-13,Bosch Series 6 Espresso Machine,141.63,Germany_DE
2025-07-14,Bosch Series 6 Espresso Machine,325.92,Germany_DE
2025-07-15,Bosch Series 6 Espresso Machine,342.66,Germany_DE
2025-07-16,Bosch Series 6 Espresso Machine,335.47,Germany_DE
2025-07-17,Bosch Series 6 Espresso Machine,296.9,Germany_DE
2025-07-18,Bosch Series 6 Espresso Machine,300.82,Germany_DE
2025-07-19,Bosch Series 6 Espresso Machine,433.65,Germany_DE
2025-07-20,Bosch Series 6 Espresso Machine,177.46,Germany_DE
2025-07-21,Bosch Series 6 Espresso Machine,269.89,Germany_DE
2025-07-22,Bosch Series 6 Espresso Machine,264.82,Germany_DE
2025-07-23,Bosch Series 6 Espresso Machine,311.41,Germany_DE
2025-07-24,Bosch Series 6 Espresso Machine,300.14,Germany_DE
2025-07-25,Bosch Series 6 Espresso Machine,304.98,Germany_DE
2025-07-26,Bosch Series 6 Espresso Machine,402.53,Germany_DE
2025-07-27,Bosch Series 6 Espresso Machine,177.46,Germany_DE
2025-07-28,Bosch Series 6 Espresso Machine,310.09,Germany_DE
2025-07-29,Bosch Series 6 Espresso Machine,312.42,Germany_DE
2025-07-30,Bosch Series 6 Espresso Machine,279.27,Germany_DE
2025-07-31,Bosch Series 6 Espresso Machine,237.91,Germany_DE
2025-08-01,Bosch Series 6 Espresso Machine,326.74,Germany_DE
2025-08-02,Bosch Series 6 Espresso Machine,447.02,Germany_DE
2025-08-03,Bosch Series 6 Espresso Machine,144.41,Germany_DE
2025-08-04,Bosch Series 6 Espresso Machine,306.56,Germany_DE
2025-08-05,Bosch Series 6 Espresso Machine,307.19,Germany_DE
2025-08-06,Bosch Series 6 Espresso Machine,333.35,Germany_DE
2025-08-07,Bosch Series 6 Espresso Machine,316.78,Germany_DE
2025-08-08,Bosch Series 6 Espresso Machine,308.09,Germany_DE
2025-08-09,Bosch Series 6 Espresso Machine,399.27,Germany_DE
2025-08-10,Bosch Series 6 Espresso Machine,146.56,Germany_DE
2025-08-11,Bosch Series 6 Espresso Machine,266.98,Germany_DE
2025-08-12,Bosch Series 6 Espresso Machine,287.33,Germany_DE
2025-08-13,Bosch Series 6 Espresso Machine,311.96,Germany_DE
2025-08-14,Bosch Series 6 Espresso Machine,288.82,Germany_DE
2025-08-15,Bosch Series 6 Espresso Machine,293.66,Germany_DE
2025-08-16,Bosch Series 6 Espresso Machine,369.34,Germany_DE
2025-08-17,Bosch Series 6 Espresso Machine,149.09,Germany_DE
2025-08-18,Bosch Series 6 Espresso Machine,261.47,Germany_DE
2025-08-19,Bosch Series 6 Espresso Machine,295.84,Germany_DE
2025-08-20,Bosch Series 6 Espresso Machine,285.66,Germany_DE
2025-08-21,Bosch Series 6 Espresso Machine,253.92,Germany_DE
2025-08-22,Bosch Series 6 Espresso Machine,309.57,Germany_DE
2025-08-23,Bosch Series 6 Espresso Machine,385.12,Germany_DE
2025-08-24,Bosch Series 6 Espresso Machine,173.05,Germany_DE
2025-08-25,Bosch Series 6 Espresso Machine,316.05,Germany_DE
2025-08-26,Bosch Series 6 Espresso Machine,268.37,Germany_DE
2025-08-27,Bosch Series 6 Espresso Machine,269.61,Germany_DE
2025-08-28,Bosch Series 6 Espresso Machine,261.52,Germany_DE
2025-08-29,Bosch Series 6 Espresso Machine,252.76,Germany_DE
2025-08-30,Bosch Series 6 Espresso Machine,376.4,Germany_DE
2025-08-31,Bosch Series 6 Espresso Machine,161.29,Germany_DE
2025-09-01,Bosch Series 6 Espresso Machine,244.9,Germany_DE
2025-09-02,Bosch Series 6 Espresso Machine,299.85,Germany_DE
2025-09-03,Bosch Series 6 Espresso Machine,297.81,Germany_DE
2025-09-04,Bosch Series 6 Espresso Machine,293.19,Germany_DE
2025-09-05,Bosch Series 6 Espresso Machine,296.44,Germany_DE
2025-09-06,Bosch Series 6 Espresso Machine,360.19,Germany_DE
2025-09-07,Bosch Series 6 Espresso Machine,145.22,Germany_DE
2025-09-08,Bosch Series 6 Espresso Machine,269.95,Germany_DE
2025-09-09,Bosch Series 6 Espresso Machine,231.51,Germany_DE
2025-09-10,Bosch Series 6 Espresso Machine,281.62,Germany_DE
2025-09-11,Bosch Series 6 Espresso Machine,263.4,Germany_DE
2025-09-12,Bosch Series 6 Espresso Machine,307.29,Germany_DE
2025-09-13,Bosch Series 6 Espresso Machine,375.04,Germany_DE
2025-09-14,Bosch Series 6 Espresso Machine,129.55,Germany_DE
2025-09-15,Bosch Series 6 Espresso Machine,287.52,Germany_DE
2025-09-16,Bosch Series 6 Espresso Machine,274.3,Germany_DE
2025-09-17,Bosch Series 6 Espresso Machine,277.52,Germany_DE
2025-09-18,Bosch Series 6 Espresso Machine,296.43,Germany_DE
2025-09-19,Bosch Series 6 Espresso Machine,258.22,Germany_DE
2025-09-20,Bosch Series 6 Espresso Machine,366.32,Germany_DE
2025-09-21,Bosch Series 6 Espresso Machine,109.05,Germany_DE
2025-09-22,Bosch Series 6 Espresso Machine,308.39,Germany_DE
2025-09-23,Bosch Series 6 Espresso Machine,265.7,Germany_DE
2025-09-24,Bosch Series 6 Espresso Machine,276.97,Germany_DE
2025-09-25,Bosch Series 6 Espresso Machine,267.95,Germany_DE
2025-09-26,Bosch Series 6 Espresso Machine,273.96,Germany_DE
2025-09-27,Bosch Series 6 Espresso Machine,366.35,Germany_DE
2025-09-28,Bosch Series 6 Espresso Machine,138.55,Germany_DE
2025-09-29,Bosch Series 6 Espresso Machine,259.9,Germany_DE
2025-09-30,Bosch Series 6 Espresso Machine,253.92,Germany_DE
2025-10-01,Bosch Series 6 Espresso Machine,270.07,Germany_DE
2025-10-02,Bosch Series 6 Espresso Machine,265.56,Germany_DE
2025-10-03,Bosch Series 6 Espresso Machine,255.09,Germany_DE
2025-10-04,Bosch Series 6 Espresso Machine,376.52,Germany_DE
